xmin,ymin,xmax,ymax,label,file,width,height,annotation_file,image_file,cropped_image_file
226,80,234,91,without_mask,maksssksksss319,400,250,maksssksksss319.xml,maksssksksss319.png,maksssksksss319-1105.png
234,79,249,95,with_mask,maksssksksss319,400,250,maksssksksss319.xml,maksssksksss319.png,maksssksksss319-1106.png
285,82,302,99,with_mask,maksssksksss319,400,250,maksssksksss319.xml,maksssksksss319.png,maksssksksss319-1107.png
367,66,373,85,without_mask,maksssksksss319,400,250,maksssksksss319.xml,maksssksksss319.png,maksssksksss319-1108.png
8,1,31,23,without_mask,maksssksksss795,400,300,maksssksksss795.xml,maksssksksss795.png,maksssksksss795-1109.png
9,91,31,119,with_mask,maksssksksss795,400,300,maksssksksss795.xml,maksssksksss795.png,maksssksksss795-1110.png
86,68,110,92,with_mask,maksssksksss795,400,300,maksssksksss795.xml,maksssksksss795.png,maksssksksss795-1111.png
101,7,126,34,with_mask,maksssksksss795,400,300,maksssksksss795.xml,maksssksksss795.png,maksssksksss795-1112.png
15,129,35,155,without_mask,maksssksksss795,400,300,maksssksksss795.xml,maksssksksss795.png,maksssksksss795-1113.png
1,245,18,284,with_mask,maksssksksss795,400,300,maksssksksss795.xml,maksssksksss795.png,maksssksksss795-1114.png
25,218,53,253,with_mask,maksssksksss795,400,300,maksssksksss795.xml,maksssksksss795.png,maksssksksss795-1115.png
47,198,69,231,mask_incorrectly_worn,maksssksksss795,400,300,maksssksksss795.xml,maksssksksss795.png,maksssksksss795-1116.png
89,133,111,161,with_mask,maksssksksss795,400,300,maksssksksss795.xml,maksssksksss795.png,maksssksksss795-1117.png
185,30,210,53,with_mask,maksssksksss795,400,300,maksssksksss795.xml,maksssksksss795.png,maksssksksss795-1118.png
181,67,208,95,with_mask,maksssksksss795,400,300,maksssksksss795.xml,maksssksksss795.png,maksssksksss795-1119.png
189,113,214,141,with_mask,maksssksksss795,400,300,maksssksksss795.xml,maksssksksss795.png,maksssksksss795-1120.png
133,261,161,294,with_mask,maksssksksss795,400,300,maksssksksss795.xml,maksssksksss795.png,maksssksksss795-1121.png
195,211,224,239,with_mask,maksssksksss795,400,300,maksssksksss795.xml,maksssksksss795.png,maksssksksss795-1122.png
216,231,246,264,with_mask,maksssksksss795,400,300,maksssksksss795.xml,maksssksksss795.png,maksssksksss795-1123.png
254,133,276,159,with_mask,maksssksksss795,400,300,maksssksksss795.xml,maksssksksss795.png,maksssksksss795-1124.png
261,66,286,93,with_mask,maksssksksss795,400,300,maksssksksss795.xml,maksssksksss795.png,maksssksksss795-1125.png
299,63,323,93,with_mask,maksssksksss795,400,300,maksssksksss795.xml,maksssksksss795.png,maksssksksss795-1126.png
334,14,352,36,with_mask,maksssksksss795,400,300,maksssksksss795.xml,maksssksksss795.png,maksssksksss795-1127.png
362,90,389,115,with_mask,maksssksksss795,400,300,maksssksksss795.xml,maksssksksss795.png,maksssksksss795-1128.png
375,179,400,205,with_mask,maksssksksss795,400,300,maksssksksss795.xml,maksssksksss795.png,maksssksksss795-1129.png
107,158,197,287,with_mask,maksssksksss536,301,400,maksssksksss536.xml,maksssksksss536.png,maksssksksss536-1130.png
167,77,220,133,mask_incorrectly_worn,maksssksksss830,267,400,maksssksksss830.xml,maksssksksss830.png,maksssksksss830-1131.png
216,40,251,82,with_mask,maksssksksss756,400,267,maksssksksss756.xml,maksssksksss756.png,maksssksksss756-1132.png
114,54,151,91,mask_incorrectly_worn,maksssksksss756,400,267,maksssksksss756.xml,maksssksksss756.png,maksssksksss756-1133.png
47,61,81,103,with_mask,maksssksksss90,400,267,maksssksksss90.xml,maksssksksss90.png,maksssksksss90-1134.png
102,83,133,125,with_mask,maksssksksss90,400,267,maksssksksss90.xml,maksssksksss90.png,maksssksksss90-1135.png
181,54,208,86,with_mask,maksssksksss90,400,267,maksssksksss90.xml,maksssksksss90.png,maksssksksss90-1136.png
214,51,252,96,with_mask,maksssksksss90,400,267,maksssksksss90.xml,maksssksksss90.png,maksssksksss90-1137.png
199,126,239,174,with_mask,maksssksksss90,400,267,maksssksksss90.xml,maksssksksss90.png,maksssksksss90-1138.png
245,19,273,46,with_mask,maksssksksss90,400,267,maksssksksss90.xml,maksssksksss90.png,maksssksksss90-1139.png
311,37,339,72,with_mask,maksssksksss90,400,267,maksssksksss90.xml,maksssksksss90.png,maksssksksss90-1140.png
272,33,292,55,with_mask,maksssksksss90,400,267,maksssksksss90.xml,maksssksksss90.png,maksssksksss90-1141.png
92,233,151,338,with_mask,maksssksksss630,301,400,maksssksksss630.xml,maksssksksss630.png,maksssksksss630-1142.png
25,69,48,93,with_mask,maksssksksss331,400,267,maksssksksss331.xml,maksssksksss331.png,maksssksksss331-1143.png
88,87,107,106,mask_incorrectly_worn,maksssksksss331,400,267,maksssksksss331.xml,maksssksksss331.png,maksssksksss331-1144.png
128,61,149,84,with_mask,maksssksksss331,400,267,maksssksksss331.xml,maksssksksss331.png,maksssksksss331-1145.png
127,157,168,209,with_mask,maksssksksss331,400,267,maksssksksss331.xml,maksssksksss331.png,maksssksksss331-1146.png
147,110,181,145,with_mask,maksssksksss331,400,267,maksssksksss331.xml,maksssksksss331.png,maksssksksss331-1147.png
208,61,220,77,with_mask,maksssksksss331,400,267,maksssksksss331.xml,maksssksksss331.png,maksssksksss331-1148.png
229,96,265,137,with_mask,maksssksksss331,400,267,maksssksksss331.xml,maksssksksss331.png,maksssksksss331-1149.png
263,46,277,65,mask_incorrectly_worn,maksssksksss331,400,267,maksssksksss331.xml,maksssksksss331.png,maksssksksss331-1150.png
270,72,288,92,with_mask,maksssksksss331,400,267,maksssksksss331.xml,maksssksksss331.png,maksssksksss331-1151.png
298,108,321,133,with_mask,maksssksksss331,400,267,maksssksksss331.xml,maksssksksss331.png,maksssksksss331-1152.png
308,65,328,86,with_mask,maksssksksss331,400,267,maksssksksss331.xml,maksssksksss331.png,maksssksksss331-1153.png
334,119,381,163,with_mask,maksssksksss331,400,267,maksssksksss331.xml,maksssksksss331.png,maksssksksss331-1154.png
365,49,380,65,with_mask,maksssksksss331,400,267,maksssksksss331.xml,maksssksksss331.png,maksssksksss331-1155.png
342,49,358,67,with_mask,maksssksksss331,400,267,maksssksksss331.xml,maksssksksss331.png,maksssksksss331-1156.png
1,148,23,179,with_mask,maksssksksss331,400,267,maksssksksss331.xml,maksssksksss331.png,maksssksksss331-1157.png
77,69,130,112,with_mask,maksssksksss653,400,225,maksssksksss653.xml,maksssksksss653.png,maksssksksss653-1158.png
280,54,329,99,with_mask,maksssksksss653,400,225,maksssksksss653.xml,maksssksksss653.png,maksssksksss653-1159.png
83,43,110,75,mask_incorrectly_worn,maksssksksss386,400,268,maksssksksss386.xml,maksssksksss386.png,maksssksksss386-1160.png
139,65,167,94,with_mask,maksssksksss386,400,268,maksssksksss386.xml,maksssksksss386.png,maksssksksss386-1161.png
185,70,204,89,with_mask,maksssksksss386,400,268,maksssksksss386.xml,maksssksksss386.png,maksssksksss386-1162.png
228,67,248,88,with_mask,maksssksksss386,400,268,maksssksksss386.xml,maksssksksss386.png,maksssksksss386-1163.png
249,76,262,90,with_mask,maksssksksss386,400,268,maksssksksss386.xml,maksssksksss386.png,maksssksksss386-1164.png
262,68,273,81,with_mask,maksssksksss386,400,268,maksssksksss386.xml,maksssksksss386.png,maksssksksss386-1165.png
283,73,288,80,without_mask,maksssksksss386,400,268,maksssksksss386.xml,maksssksksss386.png,maksssksksss386-1166.png
290,72,295,78,without_mask,maksssksksss386,400,268,maksssksksss386.xml,maksssksksss386.png,maksssksksss386-1167.png
314,75,320,81,with_mask,maksssksksss386,400,268,maksssksksss386.xml,maksssksksss386.png,maksssksksss386-1168.png
66,32,104,72,with_mask,maksssksksss774,400,226,maksssksksss774.xml,maksssksksss774.png,maksssksksss774-1169.png
122,80,173,138,with_mask,maksssksksss774,400,226,maksssksksss774.xml,maksssksksss774.png,maksssksksss774-1170.png
257,30,301,86,with_mask,maksssksksss774,400,226,maksssksksss774.xml,maksssksksss774.png,maksssksksss774-1171.png
60,67,115,117,with_mask,maksssksksss459,298,400,maksssksksss459.xml,maksssksksss459.png,maksssksksss459-1172.png
185,77,239,134,mask_incorrectly_worn,maksssksksss459,298,400,maksssksksss459.xml,maksssksksss459.png,maksssksksss459-1173.png
340,146,353,159,with_mask,maksssksksss418,400,225,maksssksksss418.xml,maksssksksss418.png,maksssksksss418-1174.png
49,158,58,168,with_mask,maksssksksss418,400,225,maksssksksss418.xml,maksssksksss418.png,maksssksksss418-1175.png
15,101,23,111,with_mask,maksssksksss89,400,217,maksssksksss89.xml,maksssksksss89.png,maksssksksss89-1176.png
47,112,61,127,with_mask,maksssksksss89,400,217,maksssksksss89.xml,maksssksksss89.png,maksssksksss89-1177.png
62,102,85,128,with_mask,maksssksksss89,400,217,maksssksksss89.xml,maksssksksss89.png,maksssksksss89-1178.png
86,102,99,117,with_mask,maksssksksss89,400,217,maksssksksss89.xml,maksssksksss89.png,maksssksksss89-1179.png
117,136,141,159,with_mask,maksssksksss89,400,217,maksssksksss89.xml,maksssksksss89.png,maksssksksss89-1180.png
17,89,22,94,with_mask,maksssksksss89,400,217,maksssksksss89.xml,maksssksksss89.png,maksssksksss89-1181.png
35,88,41,94,with_mask,maksssksksss89,400,217,maksssksksss89.xml,maksssksksss89.png,maksssksksss89-1182.png
43,89,52,97,with_mask,maksssksksss89,400,217,maksssksksss89.xml,maksssksksss89.png,maksssksksss89-1183.png
53,89,60,96,with_mask,maksssksksss89,400,217,maksssksksss89.xml,maksssksksss89.png,maksssksksss89-1184.png
114,89,124,100,with_mask,maksssksksss89,400,217,maksssksksss89.xml,maksssksksss89.png,maksssksksss89-1185.png
125,95,132,102,with_mask,maksssksksss89,400,217,maksssksksss89.xml,maksssksksss89.png,maksssksksss89-1186.png
129,107,140,116,with_mask,maksssksksss89,400,217,maksssksksss89.xml,maksssksksss89.png,maksssksksss89-1187.png
141,86,147,93,with_mask,maksssksksss89,400,217,maksssksksss89.xml,maksssksksss89.png,maksssksksss89-1188.png
172,99,183,108,with_mask,maksssksksss89,400,217,maksssksksss89.xml,maksssksksss89.png,maksssksksss89-1189.png
163,135,175,146,with_mask,maksssksksss89,400,217,maksssksksss89.xml,maksssksksss89.png,maksssksksss89-1190.png
195,95,203,108,with_mask,maksssksksss89,400,217,maksssksksss89.xml,maksssksksss89.png,maksssksksss89-1191.png
209,102,222,116,with_mask,maksssksksss89,400,217,maksssksksss89.xml,maksssksksss89.png,maksssksksss89-1192.png
202,121,219,150,with_mask,maksssksksss89,400,217,maksssksksss89.xml,maksssksksss89.png,maksssksksss89-1193.png
183,78,190,86,with_mask,maksssksksss89,400,217,maksssksksss89.xml,maksssksksss89.png,maksssksksss89-1194.png
165,79,174,87,with_mask,maksssksksss89,400,217,maksssksksss89.xml,maksssksksss89.png,maksssksksss89-1195.png
249,103,266,117,with_mask,maksssksksss89,400,217,maksssksksss89.xml,maksssksksss89.png,maksssksksss89-1196.png
227,91,236,99,with_mask,maksssksksss89,400,217,maksssksksss89.xml,maksssksksss89.png,maksssksksss89-1197.png
269,77,275,84,with_mask,maksssksksss89,400,217,maksssksksss89.xml,maksssksksss89.png,maksssksksss89-1198.png
264,69,270,75,with_mask,maksssksksss89,400,217,maksssksksss89.xml,maksssksksss89.png,maksssksksss89-1199.png
286,124,338,178,with_mask,maksssksksss89,400,217,maksssksksss89.xml,maksssksksss89.png,maksssksksss89-1200.png
377,81,393,101,with_mask,maksssksksss89,400,217,maksssksksss89.xml,maksssksksss89.png,maksssksksss89-1201.png
345,93,355,104,with_mask,maksssksksss89,400,217,maksssksksss89.xml,maksssksksss89.png,maksssksksss89-1202.png
27,126,34,134,with_mask,maksssksksss89,400,217,maksssksksss89.xml,maksssksksss89.png,maksssksksss89-1203.png
23,87,29,93,with_mask,maksssksksss89,400,217,maksssksksss89.xml,maksssksksss89.png,maksssksksss89-1204.png
43,38,59,55,with_mask,maksssksksss535,400,261,maksssksksss535.xml,maksssksksss535.png,maksssksksss535-1205.png
93,32,118,63,with_mask,maksssksksss535,400,261,maksssksksss535.xml,maksssksksss535.png,maksssksksss535-1206.png
233,48,242,56,without_mask,maksssksksss535,400,261,maksssksksss535.xml,maksssksksss535.png,maksssksksss535-1207.png
273,51,283,61,without_mask,maksssksksss535,400,261,maksssksksss535.xml,maksssksksss535.png,maksssksksss535-1208.png
318,35,330,51,with_mask,maksssksksss535,400,261,maksssksksss535.xml,maksssksksss535.png,maksssksksss535-1209.png
353,40,368,58,with_mask,maksssksksss535,400,261,maksssksksss535.xml,maksssksksss535.png,maksssksksss535-1210.png
82,159,180,272,with_mask,maksssksksss300,301,400,maksssksksss300.xml,maksssksksss300.png,maksssksksss300-1211.png
101,203,205,347,with_mask,maksssksksss533,301,400,maksssksksss533.xml,maksssksksss533.png,maksssksksss533-1212.png
2,44,33,81,with_mask,maksssksksss584,400,267,maksssksksss584.xml,maksssksksss584.png,maksssksksss584-1213.png
83,84,112,118,with_mask,maksssksksss584,400,267,maksssksksss584.xml,maksssksksss584.png,maksssksksss584-1214.png
152,104,181,136,with_mask,maksssksksss584,400,267,maksssksksss584.xml,maksssksksss584.png,maksssksksss584-1215.png
218,92,243,127,with_mask,maksssksksss584,400,267,maksssksksss584.xml,maksssksksss584.png,maksssksksss584-1216.png
268,94,297,121,with_mask,maksssksksss584,400,267,maksssksksss584.xml,maksssksksss584.png,maksssksksss584-1217.png
316,96,342,122,with_mask,maksssksksss584,400,267,maksssksksss584.xml,maksssksksss584.png,maksssksksss584-1218.png
344,92,357,112,with_mask,maksssksksss584,400,267,maksssksksss584.xml,maksssksksss584.png,maksssksksss584-1219.png
359,92,381,116,without_mask,maksssksksss584,400,267,maksssksksss584.xml,maksssksksss584.png,maksssksksss584-1220.png
189,74,216,98,without_mask,maksssksksss584,400,267,maksssksksss584.xml,maksssksksss584.png,maksssksksss584-1221.png
250,82,266,110,without_mask,maksssksksss584,400,267,maksssksksss584.xml,maksssksksss584.png,maksssksksss584-1222.png
65,179,137,263,with_mask,maksssksksss794,400,400,maksssksksss794.xml,maksssksksss794.png,maksssksksss794-1223.png
254,189,332,276,with_mask,maksssksksss794,400,400,maksssksksss794.xml,maksssksksss794.png,maksssksksss794-1224.png
176,94,224,149,with_mask,maksssksksss821,400,267,maksssksksss821.xml,maksssksksss821.png,maksssksksss821-1225.png
371,108,400,144,without_mask,maksssksksss821,400,267,maksssksksss821.xml,maksssksksss821.png,maksssksksss821-1226.png
81,92,167,190,without_mask,maksssksksss523,400,267,maksssksksss523.xml,maksssksksss523.png,maksssksksss523-1227.png
192,96,268,171,with_mask,maksssksksss523,400,267,maksssksksss523.xml,maksssksksss523.png,maksssksksss523-1228.png
61,39,96,95,with_mask,maksssksksss718,400,267,maksssksksss718.xml,maksssksksss718.png,maksssksksss718-1229.png
90,49,136,110,with_mask,maksssksksss718,400,267,maksssksksss718.xml,maksssksksss718.png,maksssksksss718-1230.png
157,50,193,103,with_mask,maksssksksss718,400,267,maksssksksss718.xml,maksssksksss718.png,maksssksksss718-1231.png
205,73,233,113,with_mask,maksssksksss718,400,267,maksssksksss718.xml,maksssksksss718.png,maksssksksss718-1232.png
251,42,274,82,with_mask,maksssksksss718,400,267,maksssksksss718.xml,maksssksksss718.png,maksssksksss718-1233.png
285,71,311,104,with_mask,maksssksksss718,400,267,maksssksksss718.xml,maksssksksss718.png,maksssksksss718-1234.png
312,69,328,98,mask_incorrectly_worn,maksssksksss718,400,267,maksssksksss718.xml,maksssksksss718.png,maksssksksss718-1235.png
322,61,335,86,with_mask,maksssksksss718,400,267,maksssksksss718.xml,maksssksksss718.png,maksssksksss718-1236.png
342,75,357,95,with_mask,maksssksksss718,400,267,maksssksksss718.xml,maksssksksss718.png,maksssksksss718-1237.png
27,177,140,311,with_mask,maksssksksss546,301,400,maksssksksss546.xml,maksssksksss546.png,maksssksksss546-1238.png
110,70,176,140,with_mask,maksssksksss664,259,400,maksssksksss664.xml,maksssksksss664.png,maksssksksss664-1239.png
122,38,222,160,mask_incorrectly_worn,maksssksksss276,323,400,maksssksksss276.xml,maksssksksss276.png,maksssksksss276-1240.png
274,112,310,153,without_mask,maksssksksss276,323,400,maksssksksss276.xml,maksssksksss276.png,maksssksksss276-1241.png
105,23,170,96,with_mask,maksssksksss28,400,300,maksssksksss28.xml,maksssksksss28.png,maksssksksss28-1242.png
39,53,73,93,with_mask,maksssksksss452,400,289,maksssksksss452.xml,maksssksksss452.png,maksssksksss452-1243.png
129,66,156,96,with_mask,maksssksksss452,400,289,maksssksksss452.xml,maksssksksss452.png,maksssksksss452-1244.png
272,79,302,111,with_mask,maksssksksss452,400,289,maksssksksss452.xml,maksssksksss452.png,maksssksksss452-1245.png
113,97,252,251,mask_incorrectly_worn,maksssksksss659,441,575,maksssksksss659.xml,maksssksksss659.png,maksssksksss659-1246.png
92,203,205,356,with_mask,maksssksksss210,301,400,maksssksksss210.xml,maksssksksss210.png,maksssksksss210-1247.png
60,136,164,260,with_mask,maksssksksss150,301,400,maksssksksss150.xml,maksssksksss150.png,maksssksksss150-1248.png
48,52,67,70,with_mask,maksssksksss849,400,236,maksssksksss849.xml,maksssksksss849.png,maksssksksss849-1249.png
95,20,109,36,with_mask,maksssksksss849,400,236,maksssksksss849.xml,maksssksksss849.png,maksssksksss849-1250.png
213,29,231,50,with_mask,maksssksksss849,400,236,maksssksksss849.xml,maksssksksss849.png,maksssksksss849-1251.png
354,15,375,41,with_mask,maksssksksss849,400,236,maksssksksss849.xml,maksssksksss849.png,maksssksksss849-1252.png
94,57,167,131,with_mask,maksssksksss632,267,400,maksssksksss632.xml,maksssksksss632.png,maksssksksss632-1253.png
56,47,223,238,with_mask,maksssksksss811,267,400,maksssksksss811.xml,maksssksksss811.png,maksssksksss811-1254.png
117,48,167,98,without_mask,maksssksksss182,400,267,maksssksksss182.xml,maksssksksss182.png,maksssksksss182-1255.png
206,49,271,109,with_mask,maksssksksss182,400,267,maksssksksss182.xml,maksssksksss182.png,maksssksksss182-1256.png
170,82,212,145,without_mask,maksssksksss321,400,208,maksssksksss321.xml,maksssksksss321.png,maksssksksss321-1257.png
215,70,281,151,with_mask,maksssksksss321,400,208,maksssksksss321.xml,maksssksksss321.png,maksssksksss321-1258.png
191,105,258,183,with_mask,maksssksksss56,400,267,maksssksksss56.xml,maksssksksss56.png,maksssksksss56-1259.png
81,174,222,331,with_mask,maksssksksss681,301,400,maksssksksss681.xml,maksssksksss681.png,maksssksksss681-1260.png
324,89,340,111,with_mask,maksssksksss382,400,300,maksssksksss382.xml,maksssksksss382.png,maksssksksss382-1261.png
256,111,274,128,with_mask,maksssksksss382,400,300,maksssksksss382.xml,maksssksksss382.png,maksssksksss382-1262.png
195,96,215,114,with_mask,maksssksksss382,400,300,maksssksksss382.xml,maksssksksss382.png,maksssksksss382-1263.png
139,105,158,126,with_mask,maksssksksss382,400,300,maksssksksss382.xml,maksssksksss382.png,maksssksksss382-1264.png
64,95,82,121,with_mask,maksssksksss382,400,300,maksssksksss382.xml,maksssksksss382.png,maksssksksss382-1265.png
143,67,257,195,with_mask,maksssksksss351,400,238,maksssksksss351.xml,maksssksksss351.png,maksssksksss351-1266.png
166,67,260,160,with_mask,maksssksksss688,400,277,maksssksksss688.xml,maksssksksss688.png,maksssksksss688-1267.png
107,67,136,95,with_mask,maksssksksss76,400,257,maksssksksss76.xml,maksssksksss76.png,maksssksksss76-1268.png
157,80,165,94,mask_incorrectly_worn,maksssksksss76,400,257,maksssksksss76.xml,maksssksksss76.png,maksssksksss76-1269.png
286,70,300,84,with_mask,maksssksksss76,400,257,maksssksksss76.xml,maksssksksss76.png,maksssksksss76-1270.png
319,68,356,104,with_mask,maksssksksss76,400,257,maksssksksss76.xml,maksssksksss76.png,maksssksksss76-1271.png
2,104,47,156,without_mask,maksssksksss487,400,267,maksssksksss487.xml,maksssksksss487.png,maksssksksss487-1272.png
51,61,121,133,with_mask,maksssksksss487,400,267,maksssksksss487.xml,maksssksksss487.png,maksssksksss487-1273.png
159,79,218,140,with_mask,maksssksksss487,400,267,maksssksksss487.xml,maksssksksss487.png,maksssksksss487-1274.png
215,81,270,139,with_mask,maksssksksss487,400,267,maksssksksss487.xml,maksssksksss487.png,maksssksksss487-1275.png
288,58,349,119,with_mask,maksssksksss487,400,267,maksssksksss487.xml,maksssksksss487.png,maksssksksss487-1276.png
73,179,169,297,with_mask,maksssksksss17,301,400,maksssksksss17.xml,maksssksksss17.png,maksssksksss17-1277.png
171,69,239,144,mask_incorrectly_worn,maksssksksss406,400,210,maksssksksss406.xml,maksssksksss406.png,maksssksksss406-1278.png
80,61,116,100,with_mask,maksssksksss567,400,267,maksssksksss567.xml,maksssksksss567.png,maksssksksss567-1279.png
228,42,260,80,with_mask,maksssksksss567,400,267,maksssksksss567.xml,maksssksksss567.png,maksssksksss567-1280.png
304,47,339,84,with_mask,maksssksksss567,400,267,maksssksksss567.xml,maksssksksss567.png,maksssksksss567-1281.png
135,69,156,90,without_mask,maksssksksss567,400,267,maksssksksss567.xml,maksssksksss567.png,maksssksksss567-1282.png
35,69,55,91,without_mask,maksssksksss567,400,267,maksssksksss567.xml,maksssksksss567.png,maksssksksss567-1283.png
69,80,107,114,with_mask,maksssksksss682,400,277,maksssksksss682.xml,maksssksksss682.png,maksssksksss682-1284.png
191,73,221,106,with_mask,maksssksksss682,400,277,maksssksksss682.xml,maksssksksss682.png,maksssksksss682-1285.png
311,80,346,110,with_mask,maksssksksss682,400,277,maksssksksss682.xml,maksssksksss682.png,maksssksksss682-1286.png
3,53,23,77,without_mask,maksssksksss682,400,277,maksssksksss682.xml,maksssksksss682.png,maksssksksss682-1287.png
108,49,134,67,with_mask,maksssksksss682,400,277,maksssksksss682.xml,maksssksksss682.png,maksssksksss682-1288.png
113,58,162,104,with_mask,maksssksksss220,267,400,maksssksksss220.xml,maksssksksss220.png,maksssksksss220-1289.png
273,87,300,116,with_mask,maksssksksss227,400,267,maksssksksss227.xml,maksssksksss227.png,maksssksksss227-1290.png
344,60,366,88,with_mask,maksssksksss227,400,267,maksssksksss227.xml,maksssksksss227.png,maksssksksss227-1291.png
246,50,271,82,with_mask,maksssksksss227,400,267,maksssksksss227.xml,maksssksksss227.png,maksssksksss227-1292.png
146,104,169,126,with_mask,maksssksksss227,400,267,maksssksksss227.xml,maksssksksss227.png,maksssksksss227-1293.png
163,80,184,103,with_mask,maksssksksss227,400,267,maksssksksss227.xml,maksssksksss227.png,maksssksksss227-1294.png
1,69,33,130,with_mask,maksssksksss227,400,267,maksssksksss227.xml,maksssksksss227.png,maksssksksss227-1295.png
124,86,142,104,with_mask,maksssksksss227,400,267,maksssksksss227.xml,maksssksksss227.png,maksssksksss227-1296.png
98,78,119,96,with_mask,maksssksksss227,400,267,maksssksksss227.xml,maksssksksss227.png,maksssksksss227-1297.png
31,78,46,93,with_mask,maksssksksss227,400,267,maksssksksss227.xml,maksssksksss227.png,maksssksksss227-1298.png
72,78,88,91,with_mask,maksssksksss227,400,267,maksssksksss227.xml,maksssksksss227.png,maksssksksss227-1299.png
58,72,66,82,with_mask,maksssksksss227,400,267,maksssksksss227.xml,maksssksksss227.png,maksssksksss227-1300.png
200,70,211,82,with_mask,maksssksksss227,400,267,maksssksksss227.xml,maksssksksss227.png,maksssksksss227-1301.png
93,60,153,124,with_mask,maksssksksss20,267,400,maksssksksss20.xml,maksssksksss20.png,maksssksksss20-1302.png
82,139,187,270,with_mask,maksssksksss328,301,400,maksssksksss328.xml,maksssksksss328.png,maksssksksss328-1303.png
442,45,494,100,with_mask,maksssksksss573,510,287,maksssksksss573.xml,maksssksksss573.png,maksssksksss573-1304.png
408,77,449,133,with_mask,maksssksksss573,510,287,maksssksksss573.xml,maksssksksss573.png,maksssksksss573-1305.png
188,60,267,139,with_mask,maksssksksss573,510,287,maksssksksss573.xml,maksssksksss573.png,maksssksksss573-1306.png
270,53,308,125,with_mask,maksssksksss573,510,287,maksssksksss573.xml,maksssksksss573.png,maksssksksss573-1307.png
85,117,158,189,with_mask,maksssksksss573,510,287,maksssksksss573.xml,maksssksksss573.png,maksssksksss573-1308.png
16,140,81,183,with_mask,maksssksksss573,510,287,maksssksksss573.xml,maksssksksss573.png,maksssksksss573-1309.png
29,198,135,324,with_mask,maksssksksss746,301,400,maksssksksss746.xml,maksssksksss746.png,maksssksksss746-1310.png
136,59,153,76,with_mask,maksssksksss783,400,267,maksssksksss783.xml,maksssksksss783.png,maksssksksss783-1311.png
194,132,210,148,with_mask,maksssksksss783,400,267,maksssksksss783.xml,maksssksksss783.png,maksssksksss783-1312.png
243,136,258,150,with_mask,maksssksksss783,400,267,maksssksksss783.xml,maksssksksss783.png,maksssksksss783-1313.png
241,32,261,54,with_mask,maksssksksss783,400,267,maksssksksss783.xml,maksssksksss783.png,maksssksksss783-1314.png
330,23,353,52,with_mask,maksssksksss783,400,267,maksssksksss783.xml,maksssksksss783.png,maksssksksss783-1315.png
129,197,212,317,without_mask,maksssksksss379,301,400,maksssksksss379.xml,maksssksksss379.png,maksssksksss379-1316.png
56,89,98,127,with_mask,maksssksksss467,400,290,maksssksksss467.xml,maksssksksss467.png,maksssksksss467-1317.png
181,62,215,95,with_mask,maksssksksss467,400,290,maksssksksss467.xml,maksssksksss467.png,maksssksksss467-1318.png
291,61,318,91,with_mask,maksssksksss467,400,290,maksssksksss467.xml,maksssksksss467.png,maksssksksss467-1319.png
318,91,348,120,with_mask,maksssksksss467,400,290,maksssksksss467.xml,maksssksksss467.png,maksssksksss467-1320.png
261,73,278,96,mask_incorrectly_worn,maksssksksss467,400,290,maksssksksss467.xml,maksssksksss467.png,maksssksksss467-1321.png
152,76,171,98,without_mask,maksssksksss467,400,290,maksssksksss467.xml,maksssksksss467.png,maksssksksss467-1322.png
188,74,241,131,with_mask,maksssksksss23,400,299,maksssksksss23.xml,maksssksksss23.png,maksssksksss23-1323.png
62,194,160,320,without_mask,maksssksksss299,301,400,maksssksksss299.xml,maksssksksss299.png,maksssksksss299-1324.png
116,141,234,291,with_mask,maksssksksss55,301,400,maksssksksss55.xml,maksssksksss55.png,maksssksksss55-1325.png
48,107,218,304,mask_incorrectly_worn,maksssksksss272,275,400,maksssksksss272.xml,maksssksksss272.png,maksssksksss272-1326.png
118,19,295,184,with_mask,maksssksksss198,400,225,maksssksksss198.xml,maksssksksss198.png,maksssksksss198-1327.png
40,74,62,90,without_mask,maksssksksss168,400,225,maksssksksss168.xml,maksssksksss168.png,maksssksksss168-1328.png
35,116,51,133,with_mask,maksssksksss168,400,225,maksssksksss168.xml,maksssksksss168.png,maksssksksss168-1329.png
85,79,97,90,with_mask,maksssksksss168,400,225,maksssksksss168.xml,maksssksksss168.png,maksssksksss168-1330.png
169,66,287,188,with_mask,maksssksksss168,400,225,maksssksksss168.xml,maksssksksss168.png,maksssksksss168-1331.png
363,51,384,81,without_mask,maksssksksss168,400,225,maksssksksss168.xml,maksssksksss168.png,maksssksksss168-1332.png
36,73,95,141,with_mask,maksssksksss42,400,353,maksssksksss42.xml,maksssksksss42.png,maksssksksss42-1333.png
175,67,228,133,with_mask,maksssksksss42,400,353,maksssksksss42.xml,maksssksksss42.png,maksssksksss42-1334.png
304,67,363,135,with_mask,maksssksksss42,400,353,maksssksksss42.xml,maksssksksss42.png,maksssksksss42-1335.png
33,244,95,312,with_mask,maksssksksss42,400,353,maksssksksss42.xml,maksssksksss42.png,maksssksksss42-1336.png
170,248,231,321,with_mask,maksssksksss42,400,353,maksssksksss42.xml,maksssksksss42.png,maksssksksss42-1337.png
306,248,366,313,with_mask,maksssksksss42,400,353,maksssksksss42.xml,maksssksksss42.png,maksssksksss42-1338.png
